,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Method,$\epsilon$,MMD
503,503,503,503,3,NPE-RS (ours),10%,
504,504,504,504,4,NPE-RS (ours),10%,0.2926175253257564
505,505,505,505,5,NPE-RS (ours),10%,0.0243184531256518
506,506,506,506,6,NPE-RS (ours),10%,
507,507,507,507,7,NPE-RS (ours),10%,0.0599792085311906
508,508,508,508,8,NPE-RS (ours),10%,0.0943034734012626
509,509,509,509,9,NPE-RS (ours),10%,0.0732806437951071
510,510,510,510,10,NPE-RS (ours),10%,0.0886633871451865
511,511,511,511,11,NPE-RS (ours),10%,0.0281607416685976
512,512,512,512,12,NPE-RS (ours),10%,0.0247336690190383
513,513,513,513,13,NPE-RS (ours),10%,0.0272641581322843
514,514,514,514,14,NPE-RS (ours),10%,0.0247048351789798
515,515,515,515,15,NPE-RS (ours),10%,0.2930005956784194
516,516,516,516,16,NPE-RS (ours),10%,0.0705293028015966
517,517,517,517,17,NPE-RS (ours),10%,0.0525522308523453
518,518,518,518,18,NPE-RS (ours),10%,0.1337751341145062
519,519,519,519,19,NPE-RS (ours),10%,0.0218452942558972
520,520,520,520,20,NPE-RS (ours),10%,0.0293645009402789
521,521,521,521,21,NPE-RS (ours),10%,0.027551223294691
522,522,522,522,22,NPE-RS (ours),10%,0.0573531971754165
523,523,523,523,23,NPE-RS (ours),10%,0.0864242923292752
524,524,524,524,24,NPE-RS (ours),10%,0.0448768858133661
525,525,525,525,25,NPE-RS (ours),10%,0.0262294104409137
526,526,526,526,26,NPE-RS (ours),10%,0.1364420444231864
527,527,527,527,27,NPE-RS (ours),10%,0.0349879505108925
528,528,528,528,28,NPE-RS (ours),10%,0.0457526866592166
529,529,529,529,29,NPE-RS (ours),10%,0.0865098996479101
530,530,530,530,30,NPE-RS (ours),10%,0.0353150291798407
531,531,531,531,31,NPE-RS (ours),10%,0.03008210343487
532,532,532,532,32,NPE-RS (ours),10%,0.0295651863780954
533,533,533,533,33,NPE-RS (ours),10%,0.1800607929571894
534,534,534,534,34,NPE-RS (ours),10%,0.1097194599842926
535,535,535,535,35,NPE-RS (ours),10%,0.0546140852907658
536,536,536,536,36,NPE-RS (ours),10%,0.2780941361182842
537,537,537,537,37,NPE-RS (ours),10%,0.0553968537178897
538,538,538,538,38,NPE-RS (ours),10%,0.0475862202419899
539,539,539,539,39,NPE-RS (ours),10%,0.0262629094890503
540,540,540,540,40,NPE-RS (ours),10%,0.0265653347668998
541,541,541,541,41,NPE-RS (ours),10%,0.054444672182689
542,542,542,542,42,NPE-RS (ours),10%,0.0632483092261039
543,543,543,543,43,NPE-RS (ours),10%,0.0831529660910044
544,544,544,544,44,NPE-RS (ours),10%,0.025147810201051
545,545,545,545,45,NPE-RS (ours),10%,0.429265581082556
546,546,546,546,46,NPE-RS (ours),10%,0.0229824589075827
547,547,547,547,47,NPE-RS (ours),10%,0.0279995277281041
548,548,548,548,48,NPE-RS (ours),10%,0.1247174675427468
549,549,549,549,49,NPE-RS (ours),10%,0.1405771348127572
550,550,550,550,50,NPE-RS (ours),10%,0.468778762829832
551,551,551,551,51,NPE-RS (ours),10%,0.0221384348277365
552,552,552,552,52,NPE-RS (ours),10%,0.0300577594479946
553,553,553,553,53,NPE-RS (ours),10%,0.0253831584233643
554,554,554,554,54,NPE-RS (ours),10%,0.0505010632747363
555,555,555,555,55,NPE-RS (ours),10%,0.0861753552251092
556,556,556,556,56,NPE-RS (ours),10%,0.0477644938131076
557,557,557,557,57,NPE-RS (ours),10%,0.0754274923258694
558,558,558,558,58,NPE-RS (ours),10%,0.0338844737810678
559,559,559,559,59,NPE-RS (ours),10%,0.0255224082951351
560,560,560,560,60,NPE-RS (ours),10%,0.2121190316482666
561,561,561,561,61,NPE-RS (ours),10%,0.1005481319072383
562,562,562,562,62,NPE-RS (ours),10%,0.0386198696440801
563,563,563,563,63,NPE-RS (ours),10%,0.0825945460212101
564,564,564,564,64,NPE-RS (ours),10%,0.0215243755051331
565,565,565,565,65,NPE-RS (ours),10%,0.0277031669161316
566,566,566,566,66,NPE-RS (ours),10%,0.1233766237413195
567,567,567,567,67,NPE-RS (ours),10%,0.0718964853103807
568,568,568,568,68,NPE-RS (ours),10%,0.1124531492237381
569,569,569,569,69,NPE-RS (ours),10%,0.1361545619168264
570,570,570,570,70,NPE-RS (ours),10%,0.3199669093542984
571,571,571,571,71,NPE-RS (ours),10%,0.0250658449935459
572,572,572,572,72,NPE-RS (ours),10%,0.0273831951583457
573,573,573,573,73,NPE-RS (ours),10%,0.0576500095301556
574,574,574,574,74,NPE-RS (ours),10%,0.0244109259770826
575,575,575,575,75,NPE-RS (ours),10%,0.5233661837751223
576,576,576,576,76,NPE-RS (ours),10%,0.040729235679264
577,577,577,577,77,NPE-RS (ours),10%,0.0328261293267113
578,578,578,578,78,NPE-RS (ours),10%,0.0199101579338564
579,579,579,579,79,NPE-RS (ours),10%,0.0263436371877104
580,580,580,580,80,NPE-RS (ours),10%,0.0218061220193842
581,581,581,581,81,NPE-RS (ours),10%,0.0268691450826173
582,582,582,582,82,NPE-RS (ours),10%,0.1233207914712459
583,583,583,583,83,NPE-RS (ours),10%,0.0598953107233686
584,584,584,584,84,NPE-RS (ours),10%,0.0508431540705321
585,585,585,585,85,NPE-RS (ours),10%,0.1357671006737589
586,586,586,586,86,NPE-RS (ours),10%,0.1593318325326626
587,587,587,587,87,NPE-RS (ours),10%,0.0824818314394719
588,588,588,588,88,NPE-RS (ours),10%,0.0238851571645302
589,589,589,589,89,NPE-RS (ours),10%,0.1238016153326206
590,590,590,590,90,NPE-RS (ours),10%,0.0221015004970269
591,591,591,591,91,NPE-RS (ours),10%,0.0207733931008847
592,592,592,592,92,NPE-RS (ours),10%,0.051296991529339
593,593,593,593,93,NPE-RS (ours),10%,0.3581114468068062
594,594,594,594,94,NPE-RS (ours),10%,0.3264608702148283
595,595,595,595,95,NPE-RS (ours),10%,0.1491739155371116
596,596,596,596,96,NPE-RS (ours),10%,0.0579654246864655
597,597,597,597,97,NPE-RS (ours),10%,0.0825710786599137
598,598,598,598,98,NPE-RS (ours),10%,0.0915226622382968
599,599,599,599,99,NPE-RS (ours),10%,0.0305549245877209
600,600,600,600,0,NPE,20%,0.6416713450783954
601,601,601,601,1,NPE,20%,0.2337555858022816
602,602,602,602,2,NPE,20%,0.1883984587923054
603,603,603,603,3,NPE,20%,0.3810629407423442
604,604,604,604,4,NPE,20%,0.0907562720903921
605,605,605,605,5,NPE,20%,
606,606,606,606,6,NPE,20%,0.6931458342994498
607,607,607,607,7,NPE,20%,0.7309880854432229
608,608,608,608,8,NPE,20%,0.2566536010929178
609,609,609,609,9,NPE,20%,1.1653430482293368
610,610,610,610,10,NPE,20%,0.8060260373946551
611,611,611,611,11,NPE,20%,0.903701646978238
612,612,612,612,12,NPE,20%,
613,613,613,613,13,NPE,20%,0.766851670169173
614,614,614,614,14,NPE,20%,0.9279449799570388
615,615,615,615,15,NPE,20%,0.125369731056615
616,616,616,616,16,NPE,20%,
617,617,617,617,17,NPE,20%,0.9031161891500102
618,618,618,618,18,NPE,20%,0.7321299225706885
619,619,619,619,19,NPE,20%,
620,620,620,620,20,NPE,20%,0.9343042389191708
621,621,621,621,21,NPE,20%,0.0741850517594288
622,622,622,622,22,NPE,20%,0.9234501610334752
623,623,623,623,23,NPE,20%,0.8097646622849947
624,624,624,624,24,NPE,20%,0.5219317650215022
625,625,625,625,25,NPE,20%,0.7684717710188848
626,626,626,626,26,NPE,20%,0.7652027203266627
627,627,627,627,27,NPE,20%,0.7335450345886567
628,628,628,628,28,NPE,20%,
629,629,629,629,29,NPE,20%,0.724918196115293
630,630,630,630,30,NPE,20%,0.7408504603394863
631,631,631,631,31,NPE,20%,0.8053188079700303
632,632,632,632,32,NPE,20%,1.1158335789714224
633,633,633,633,33,NPE,20%,0.8510673540685401
634,634,634,634,34,NPE,20%,0.65161215359311
635,635,635,635,35,NPE,20%,0.8304250838587779
636,636,636,636,36,NPE,20%,0.1870835133614484
637,637,637,637,37,NPE,20%,0.872294609460152
638,638,638,638,38,NPE,20%,0.8943141251615646
639,639,639,639,39,NPE,20%,
640,640,640,640,40,NPE,20%,0.5332309155690403
641,641,641,641,41,NPE,20%,0.7684935713194613
642,642,642,642,42,NPE,20%,0.7290260673392607
643,643,643,643,43,NPE,20%,0.4731044190967506
644,644,644,644,44,NPE,20%,0.8305736970765891
645,645,645,645,45,NPE,20%,0.7564472967836632
646,646,646,646,46,NPE,20%,0.072767337854349
647,647,647,647,47,NPE,20%,0.359059283337221
648,648,648,648,48,NPE,20%,0.6446779786282928
649,649,649,649,49,NPE,20%,
650,650,650,650,50,NPE,20%,
651,651,651,651,51,NPE,20%,0.8000503166648543
652,652,652,652,52,NPE,20%,0.2340970610794043
653,653,653,653,53,NPE,20%,0.7527375361537856
654,654,654,654,54,NPE,20%,0.4760652553199963
655,655,655,655,55,NPE,20%,0.4188437759963203
656,656,656,656,56,NPE,20%,0.702290369117658
657,657,657,657,57,NPE,20%,0.6412632477053818
658,658,658,658,58,NPE,20%,0.7242925869476079
659,659,659,659,59,NPE,20%,0.8356274733068547
660,660,660,660,60,NPE,20%,0.7077018836095532
661,661,661,661,61,NPE,20%,0.5447233150096167
662,662,662,662,62,NPE,20%,0.617219656044073
663,663,663,663,63,NPE,20%,
664,664,664,664,64,NPE,20%,0.6806745086930625
665,665,665,665,65,NPE,20%,0.4879909808997279
666,666,666,666,66,NPE,20%,0.6672057946246054
667,667,667,667,67,NPE,20%,0.640795885551429
668,668,668,668,68,NPE,20%,0.6428380574132734
669,669,669,669,69,NPE,20%,0.6296906263245687
670,670,670,670,70,NPE,20%,0.8232902636222339
671,671,671,671,71,NPE,20%,0.0853354431572794
672,672,672,672,72,NPE,20%,
673,673,673,673,73,NPE,20%,1.0814773840402123
674,674,674,674,74,NPE,20%,0.6459777569611691
675,675,675,675,75,NPE,20%,1.129553140524914
676,676,676,676,76,NPE,20%,
677,677,677,677,77,NPE,20%,0.7231722619329507
678,678,678,678,78,NPE,20%,0.0923545916944895
679,679,679,679,79,NPE,20%,0.5240318824287069
680,680,680,680,80,NPE,20%,1.0021708071499704
681,681,681,681,81,NPE,20%,0.669983282275317
682,682,682,682,82,NPE,20%,0.9012379106499024
683,683,683,683,83,NPE,20%,0.1060010379651437
684,684,684,684,84,NPE,20%,0.3179487350618322
685,685,685,685,85,NPE,20%,0.3188984493049921
686,686,686,686,86,NPE,20%,0.9848318896678596
687,687,687,687,87,NPE,20%,0.5566962118449258
688,688,688,688,88,NPE,20%,0.1353157832436251
689,689,689,689,89,NPE,20%,1.05482197252957
690,690,690,690,90,NPE,20%,0.3035319454392371
691,691,691,691,91,NPE,20%,0.3510721308441192
692,692,692,692,92,NPE,20%,0.7356578674303695
693,693,693,693,93,NPE,20%,0.108620847696599
694,694,694,694,94,NPE,20%,0.8045836714318216
695,695,695,695,95,NPE,20%,
696,696,696,696,96,NPE,20%,0.327490750159342
697,697,697,697,97,NPE,20%,0.8177146015346359
698,698,698,698,98,NPE,20%,1.210964701977408
699,699,699,699,99,NPE,20%,0.8797703195027692
700,700,700,700,0,RNPE,20%,0.6324542762861386
701,701,701,701,1,RNPE,20%,0.086871675707514
702,702,702,702,2,RNPE,20%,0.138389915519011
703,703,703,703,3,RNPE,20%,0.0623547680726258
704,704,704,704,4,RNPE,20%,0.0692630980355707
705,705,705,705,5,RNPE,20%,0.3514819403154915
706,706,706,706,6,RNPE,20%,0.7731093640045252
707,707,707,707,7,RNPE,20%,0.5072760251526748
708,708,708,708,8,RNPE,20%,0.2331122795891533
709,709,709,709,9,RNPE,20%,0.3322724461013788
710,710,710,710,10,RNPE,20%,0.9935813132617902
711,711,711,711,11,RNPE,20%,0.366220446832963
712,712,712,712,12,RNPE,20%,0.4706002086545704
713,713,713,713,13,RNPE,20%,0.6861769063951719
714,714,714,714,14,RNPE,20%,0.4144407316594867
715,715,715,715,15,RNPE,20%,0.2413524014817102
716,716,716,716,16,RNPE,20%,0.6681231679605532
717,717,717,717,17,RNPE,20%,0.6667514523862625
718,718,718,718,18,RNPE,20%,0.8458329098354891
719,719,719,719,19,RNPE,20%,0.7317186566409285
720,720,720,720,20,RNPE,20%,0.4006553835169959
721,721,721,721,21,RNPE,20%,0.1476202233629805
722,722,722,722,22,RNPE,20%,0.7546227221925221
723,723,723,723,23,RNPE,20%,0.7577816188820854
724,724,724,724,24,RNPE,20%,0.3953033815160097
725,725,725,725,25,RNPE,20%,0.381968320462666
726,726,726,726,26,RNPE,20%,0.5535743431702873
727,727,727,727,27,RNPE,20%,0.8586306923166661
728,728,728,728,28,RNPE,20%,0.7470164022984089
729,729,729,729,29,RNPE,20%,0.7024190955679314
730,730,730,730,30,RNPE,20%,0.5534476861527872
731,731,731,731,31,RNPE,20%,0.7190477446620958
732,732,732,732,32,RNPE,20%,0.4023613887711308
733,733,733,733,33,RNPE,20%,0.7117232381946198
734,734,734,734,34,RNPE,20%,0.0872449504532782
735,735,735,735,35,RNPE,20%,0.7992793322042265
736,736,736,736,36,RNPE,20%,0.2437870237975193
737,737,737,737,37,RNPE,20%,0.8801502384565059
738,738,738,738,38,RNPE,20%,0.6384649618875561
739,739,739,739,39,RNPE,20%,0.6442173650087482
740,740,740,740,40,RNPE,20%,0.0808188215426023
741,741,741,741,41,RNPE,20%,0.5239749540966807
742,742,742,742,42,RNPE,20%,0.8588105203114743
743,743,743,743,43,RNPE,20%,0.2190628234412945
744,744,744,744,44,RNPE,20%,0.5837148634672089
745,745,745,745,45,RNPE,20%,0.6462944158779924
746,746,746,746,46,RNPE,20%,0.1225613681496532
747,747,747,747,47,RNPE,20%,0.5417690892943114
748,748,748,748,48,RNPE,20%,0.1675712018811118
749,749,749,749,49,RNPE,20%,0.1269433447886948
750,750,750,750,50,RNPE,20%,0.6706311226956265
751,751,751,751,51,RNPE,20%,0.674254378036629
752,752,752,752,52,RNPE,20%,0.3526523904237414
753,753,753,753,53,RNPE,20%,0.0701593348763847
754,754,754,754,54,RNPE,20%,0.4819779974432667
755,755,755,755,55,RNPE,20%,0.3578468440027201
756,756,756,756,56,RNPE,20%,0.8110265670991301
757,757,757,757,57,RNPE,20%,0.5870131350044292
758,758,758,758,58,RNPE,20%,0.7775081945591703
759,759,759,759,59,RNPE,20%,0.7072879885536976
760,760,760,760,60,RNPE,20%,0.8320675294036547
761,761,761,761,61,RNPE,20%,0.7858903305053566
762,762,762,762,62,RNPE,20%,0.8035536956012203
763,763,763,763,63,RNPE,20%,0.0637171884569496
764,764,764,764,64,RNPE,20%,0.5827736660454439
765,765,765,765,65,RNPE,20%,0.264151773582846
766,766,766,766,66,RNPE,20%,0.7011477301762636
767,767,767,767,67,RNPE,20%,0.8303716655816394
768,768,768,768,68,RNPE,20%,0.8809184373905572
769,769,769,769,69,RNPE,20%,0.2284627922207519
770,770,770,770,70,RNPE,20%,0.3662525804535204
771,771,771,771,71,RNPE,20%,0.2947335395758702
772,772,772,772,72,RNPE,20%,0.6968304135287271
773,773,773,773,73,RNPE,20%,0.6321442908601458
774,774,774,774,74,RNPE,20%,0.7748409622769539
775,775,775,775,75,RNPE,20%,0.7146762977742392
776,776,776,776,76,RNPE,20%,0.9208678045773891
777,777,777,777,77,RNPE,20%,0.788078551732937
778,778,778,778,78,RNPE,20%,0.1701444319755221
779,779,779,779,79,RNPE,20%,0.5078497995600193
780,780,780,780,80,RNPE,20%,0.6637973804638754
781,781,781,781,81,RNPE,20%,0.4825123385010413
782,782,782,782,82,RNPE,20%,0.781478862622918
783,783,783,783,83,RNPE,20%,0.1618529893715032
784,784,784,784,84,RNPE,20%,0.0728766190733011
785,785,785,785,85,RNPE,20%,0.2212505410770104
786,786,786,786,86,RNPE,20%,0.0905202190212224
787,787,787,787,87,RNPE,20%,0.3457953298911671
788,788,788,788,88,RNPE,20%,0.3312100046117708
789,789,789,789,89,RNPE,20%,0.710868550961385
790,790,790,790,90,RNPE,20%,0.1027484292384917
791,791,791,791,91,RNPE,20%,0.3830650285327466
792,792,792,792,92,RNPE,20%,0.5078056908807212
793,793,793,793,93,RNPE,20%,0.1767744036831181
794,794,794,794,94,RNPE,20%,0.4246774659726954
795,795,795,795,95,RNPE,20%,0.1050579197439958
796,796,796,796,96,RNPE,20%,0.467173575773162
797,797,797,797,97,RNPE,20%,0.3936897304015497
798,798,798,798,98,RNPE,20%,0.3036790263618987
799,799,799,799,99,RNPE,20%,0.1525357394799669
800,800,800,800,0,NPE-RS (ours),20%,0.09653780886739
801,801,801,801,1,NPE-RS (ours),20%,0.0757351852996975
802,802,802,802,2,NPE-RS (ours),20%,0.2135728314438609
803,803,803,803,3,NPE-RS (ours),20%,0.2263074743684638
804,804,804,804,4,NPE-RS (ours),20%,0.1621685856759169
805,805,805,805,5,NPE-RS (ours),20%,0.1228434241243456
806,806,806,806,6,NPE-RS (ours),20%,0.1055622438994705
807,807,807,807,7,NPE-RS (ours),20%,0.1075375324141243
808,808,808,808,8,NPE-RS (ours),20%,0.3459650494129482
809,809,809,809,9,NPE-RS (ours),20%,0.997540542101954
810,810,810,810,10,NPE-RS (ours),20%,0.1366258628913398
811,811,811,811,11,NPE-RS (ours),20%,0.0855571972430752
812,812,812,812,12,NPE-RS (ours),20%,0.0918210573924529
813,813,813,813,13,NPE-RS (ours),20%,0.1401353863006179
814,814,814,814,14,NPE-RS (ours),20%,0.0845408149743802
815,815,815,815,15,NPE-RS (ours),20%,0.1187542449758894
816,816,816,816,16,NPE-RS (ours),20%,0.1687912578005129
817,817,817,817,17,NPE-RS (ours),20%,0.2930182498277776
818,818,818,818,18,NPE-RS (ours),20%,0.0923004081862267
819,819,819,819,19,NPE-RS (ours),20%,0.1749113036617484
820,820,820,820,20,NPE-RS (ours),20%,0.0961826085584279
821,821,821,821,21,NPE-RS (ours),20%,0.0867155105624585
822,822,822,822,22,NPE-RS (ours),20%,0.1309737724463591
823,823,823,823,23,NPE-RS (ours),20%,0.1169784293496272
824,824,824,824,24,NPE-RS (ours),20%,0.1705795751801703
825,825,825,825,25,NPE-RS (ours),20%,0.1504787555161413
826,826,826,826,26,NPE-RS (ours),20%,0.0801901461523572
827,827,827,827,27,NPE-RS (ours),20%,0.2466542639365098
828,828,828,828,28,NPE-RS (ours),20%,0.1162309427795398
829,829,829,829,29,NPE-RS (ours),20%,0.2724483269329113
830,830,830,830,30,NPE-RS (ours),20%,0.193156977414169
831,831,831,831,31,NPE-RS (ours),20%,0.0869983294100682
832,832,832,832,32,NPE-RS (ours),20%,0.0862914196619782
833,833,833,833,33,NPE-RS (ours),20%,0.0808998937360699
834,834,834,834,34,NPE-RS (ours),20%,0.3185907167597148
835,835,835,835,35,NPE-RS (ours),20%,0.3017414672721771
836,836,836,836,36,NPE-RS (ours),20%,0.1030363277994055
837,837,837,837,37,NPE-RS (ours),20%,0.1046815517891951
838,838,838,838,38,NPE-RS (ours),20%,0.0743265213611502
839,839,839,839,39,NPE-RS (ours),20%,0.1049537515938516
840,840,840,840,40,NPE-RS (ours),20%,0.1105519959065579
841,841,841,841,41,NPE-RS (ours),20%,0.1264799424094869
842,842,842,842,42,NPE-RS (ours),20%,0.1091600317230206
843,843,843,843,43,NPE-RS (ours),20%,0.2088990343559149
844,844,844,844,44,NPE-RS (ours),20%,0.1808302013816647
845,845,845,845,45,NPE-RS (ours),20%,0.2507956887377157
846,846,846,846,46,NPE-RS (ours),20%,0.0955490121947743
847,847,847,847,47,NPE-RS (ours),20%,0.3740494871865482
848,848,848,848,48,NPE-RS (ours),20%,0.17108773980081
849,849,849,849,49,NPE-RS (ours),20%,0.5116419424537494
850,850,850,850,50,NPE-RS (ours),20%,0.1038265477691493
851,851,851,851,51,NPE-RS (ours),20%,0.1805998231277896
852,852,852,852,52,NPE-RS (ours),20%,0.2614023172782902
853,853,853,853,53,NPE-RS (ours),20%,0.290871163059803
854,854,854,854,54,NPE-RS (ours),20%,0.0851927522603893
855,855,855,855,55,NPE-RS (ours),20%,0.1210004594155617
856,856,856,856,56,NPE-RS (ours),20%,0.0869010959935596
857,857,857,857,57,NPE-RS (ours),20%,0.2122652027147593
858,858,858,858,58,NPE-RS (ours),20%,0.5041519600618586
859,859,859,859,59,NPE-RS (ours),20%,0.3228182377111959
860,860,860,860,60,NPE-RS (ours),20%,0.1033475861678343
861,861,861,861,61,NPE-RS (ours),20%,0.1861959170255335
862,862,862,862,62,NPE-RS (ours),20%,0.2443954655564892
863,863,863,863,63,NPE-RS (ours),20%,0.3885271415247127
864,864,864,864,64,NPE-RS (ours),20%,0.5118350035714473
865,865,865,865,65,NPE-RS (ours),20%,0.2189760318955367
866,866,866,866,66,NPE-RS (ours),20%,0.2941235398297853
867,867,867,867,67,NPE-RS (ours),20%,0.1126990449738881
868,868,868,868,68,NPE-RS (ours),20%,0.0834790771193455
869,869,869,869,69,NPE-RS (ours),20%,0.1535635231809817
870,870,870,870,70,NPE-RS (ours),20%,0.1836475953939106
871,871,871,871,71,NPE-RS (ours),20%,0.345807555550971
872,872,872,872,72,NPE-RS (ours),20%,0.0943115732636115
873,873,873,873,73,NPE-RS (ours),20%,0.331878718432432
874,874,874,874,74,NPE-RS (ours),20%,0.125121340449452
875,875,875,875,75,NPE-RS (ours),20%,0.3064317397205495
876,876,876,876,76,NPE-RS (ours),20%,0.1212440590581696
877,877,877,877,77,NPE-RS (ours),20%,0.0849114900335135
878,878,878,878,78,NPE-RS (ours),20%,0.3790429852179251
879,879,879,879,79,NPE-RS (ours),20%,0.3891923677281871
880,880,880,880,80,NPE-RS (ours),20%,0.0950891467102414
881,881,881,881,81,NPE-RS (ours),20%,0.0924611432136378
882,882,882,882,82,NPE-RS (ours),20%,0.2588917877950378
883,883,883,883,83,NPE-RS (ours),20%,0.0892423422385483
884,884,884,884,84,NPE-RS (ours),20%,0.2537630092397778
885,885,885,885,85,NPE-RS (ours),20%,0.0943184445534783
886,886,886,886,86,NPE-RS (ours),20%,0.5031601012867165
887,887,887,887,87,NPE-RS (ours),20%,0.0970674908908783
888,888,888,888,88,NPE-RS (ours),20%,0.0925882936322705
889,889,889,889,89,NPE-RS (ours),20%,0.0914866115543918
890,890,890,890,90,NPE-RS (ours),20%,0.5310074477860699
891,891,891,891,91,NPE-RS (ours),20%,0.9964601984491512
892,892,892,892,92,NPE-RS (ours),20%,0.4039247431317011
893,893,893,893,93,NPE-RS (ours),20%,0.1143925968252104
894,894,894,894,94,NPE-RS (ours),20%,0.1116290350236653
895,895,895,895,95,NPE-RS (ours),20%,0.113897271503485
896,896,896,896,96,NPE-RS (ours),20%,0.6290008942850607
897,897,897,897,97,NPE-RS (ours),20%,0.1400715949279865
898,898,898,898,98,NPE-RS (ours),20%,0.0779853924756611
899,899,899,899,99,NPE-RS (ours),20%,0.0945931788216628
